delta_v_magnitude,maneuver_proportion,mc_iteration,times_found
0.001,0.0,0,1.0
0.001,0.010526315789473684,0,1.0
0.001,0.021052631578947368,0,1.0
0.001,0.031578947368421054,0,1.0
0.001,0.042105263157894736,0,1.0
0.001,0.05263157894736842,0,1.0
0.001,0.06315789473684211,0,1.0
0.001,0.07368421052631578,0,1.0
0.001,0.08421052631578947,0,1.0
0.001,0.09473684210526316,0,1.0
0.001,0.10526315789473684,0,1.0
0.001,0.11578947368421053,0,1.0
0.001,0.12631578947368421,0,1.0
0.001,0.1368421052631579,0,1.0
0.001,0.14736842105263157,0,1.0
0.001,0.15789473684210525,0,1.0
0.001,0.16842105263157894,0,1.0
0.001,0.17894736842105263,0,1.0
0.001,0.18947368421052632,0,1.0
0.001,0.2,0,1.0
0.0012742749857031334,0.0,0,1.0
0.0012742749857031334,0.010526315789473684,0,1.0
0.0012742749857031334,0.021052631578947368,0,1.0
0.0012742749857031334,0.031578947368421054,0,1.0
0.0012742749857031334,0.042105263157894736,0,1.0
0.0012742749857031334,0.05263157894736842,0,1.0
0.0012742749857031334,0.06315789473684211,0,1.0
0.0012742749857031334,0.07368421052631578,0,1.0
0.0012742749857031334,0.08421052631578947,0,1.0
0.0012742749857031334,0.09473684210526316,0,1.0
0.0012742749857031334,0.10526315789473684,0,1.0
0.0012742749857031334,0.11578947368421053,0,1.0
0.0012742749857031334,0.12631578947368421,0,1.0
0.0012742749857031334,0.1368421052631579,0,1.0
0.0012742749857031334,0.14736842105263157,0,1.0
0.0012742749857031334,0.15789473684210525,0,1.0
0.0012742749857031334,0.16842105263157894,0,1.0
0.0012742749857031334,0.17894736842105263,0,1.0
0.0012742749857031334,0.18947368421052632,0,1.0
0.0012742749857031334,0.2,0,1.0
0.001623776739188721,0.0,0,1.0
0.001623776739188721,0.010526315789473684,0,1.0
0.001623776739188721,0.021052631578947368,0,1.0
0.001623776739188721,0.031578947368421054,0,1.0
0.001623776739188721,0.042105263157894736,0,1.0
0.001623776739188721,0.05263157894736842,0,1.0
0.001623776739188721,0.06315789473684211,0,1.0
0.001623776739188721,0.07368421052631578,0,1.0
0.001623776739188721,0.08421052631578947,0,1.0
0.001623776739188721,0.09473684210526316,0,1.0
0.001623776739188721,0.10526315789473684,0,1.0
0.001623776739188721,0.11578947368421053,0,1.0
0.001623776739188721,0.12631578947368421,0,1.0
0.001623776739188721,0.1368421052631579,0,1.0
0.001623776739188721,0.14736842105263157,0,1.0
0.001623776739188721,0.15789473684210525,0,1.0
0.001623776739188721,0.16842105263157894,0,1.0
0.001623776739188721,0.17894736842105263,0,1.0
0.001623776739188721,0.18947368421052632,0,1.0
0.001623776739188721,0.2,0,1.0
0.00206913808111479,0.0,0,1.0
0.00206913808111479,0.010526315789473684,0,1.0
0.00206913808111479,0.021052631578947368,0,1.0
0.00206913808111479,0.031578947368421054,0,1.0
0.00206913808111479,0.042105263157894736,0,1.0
0.00206913808111479,0.05263157894736842,0,1.0
0.00206913808111479,0.06315789473684211,0,1.0
0.00206913808111479,0.07368421052631578,0,1.0
0.00206913808111479,0.08421052631578947,0,1.0
0.00206913808111479,0.09473684210526316,0,1.0
0.00206913808111479,0.10526315789473684,0,1.0
0.00206913808111479,0.11578947368421053,0,1.0
0.00206913808111479,0.12631578947368421,0,1.0
0.00206913808111479,0.1368421052631579,0,1.0
0.00206913808111479,0.14736842105263157,0,1.0
0.00206913808111479,0.15789473684210525,0,1.0
0.00206913808111479,0.16842105263157894,0,1.0
0.00206913808111479,0.17894736842105263,0,1.0
0.00206913808111479,0.18947368421052632,0,1.0
0.00206913808111479,0.2,0,1.0
0.0026366508987303583,0.0,0,1.0
0.0026366508987303583,0.010526315789473684,0,1.0
0.0026366508987303583,0.021052631578947368,0,1.0
0.0026366508987303583,0.031578947368421054,0,1.0
0.0026366508987303583,0.042105263157894736,0,1.0
0.0026366508987303583,0.05263157894736842,0,1.0
0.0026366508987303583,0.06315789473684211,0,1.0
0.0026366508987303583,0.07368421052631578,0,1.0
0.0026366508987303583,0.08421052631578947,0,1.0
0.0026366508987303583,0.09473684210526316,0,1.0
0.0026366508987303583,0.10526315789473684,0,1.0
0.0026366508987303583,0.11578947368421053,0,1.0
0.0026366508987303583,0.12631578947368421,0,1.0
0.0026366508987303583,0.1368421052631579,0,1.0
0.0026366508987303583,0.14736842105263157,0,1.0
0.0026366508987303583,0.15789473684210525,0,1.0
0.0026366508987303583,0.16842105263157894,0,1.0
0.0026366508987303583,0.17894736842105263,0,1.0
0.0026366508987303583,0.18947368421052632,0,1.0
0.0026366508987303583,0.2,0,1.0
0.003359818286283781,0.0,0,1.0
0.003359818286283781,0.010526315789473684,0,1.0
0.003359818286283781,0.021052631578947368,0,1.0
0.003359818286283781,0.031578947368421054,0,1.0
0.003359818286283781,0.042105263157894736,0,1.0
0.003359818286283781,0.05263157894736842,0,1.0
0.003359818286283781,0.06315789473684211,0,1.0
0.003359818286283781,0.07368421052631578,0,1.0
0.003359818286283781,0.08421052631578947,0,1.0
0.003359818286283781,0.09473684210526316,0,1.0
0.003359818286283781,0.10526315789473684,0,1.0
0.003359818286283781,0.11578947368421053,0,1.0
0.003359818286283781,0.12631578947368421,0,1.0
0.003359818286283781,0.1368421052631579,0,1.0
0.003359818286283781,0.14736842105263157,0,1.0
0.003359818286283781,0.15789473684210525,0,1.0
0.003359818286283781,0.16842105263157894,0,1.0
0.003359818286283781,0.17894736842105263,0,1.0
0.003359818286283781,0.18947368421052632,0,1.0
0.003359818286283781,0.2,0,1.0
0.004281332398719396,0.0,0,1.0
0.004281332398719396,0.010526315789473684,0,1.0
0.004281332398719396,0.021052631578947368,0,1.0
0.004281332398719396,0.031578947368421054,0,1.0
0.004281332398719396,0.042105263157894736,0,1.0
0.004281332398719396,0.05263157894736842,0,1.0
0.004281332398719396,0.06315789473684211,0,1.0
0.004281332398719396,0.07368421052631578,0,1.0
0.004281332398719396,0.08421052631578947,0,1.0
0.004281332398719396,0.09473684210526316,0,1.0
0.004281332398719396,0.10526315789473684,0,1.0
0.004281332398719396,0.11578947368421053,0,1.0
0.004281332398719396,0.12631578947368421,0,1.0
0.004281332398719396,0.1368421052631579,0,1.0
0.004281332398719396,0.14736842105263157,0,1.0
0.004281332398719396,0.15789473684210525,0,1.0
0.004281332398719396,0.16842105263157894,0,1.0
0.004281332398719396,0.17894736842105263,0,1.0
0.004281332398719396,0.18947368421052632,0,1.0
0.004281332398719396,0.2,0,1.0
0.00545559478116852,0.0,0,1.0
0.00545559478116852,0.010526315789473684,0,1.0
0.00545559478116852,0.021052631578947368,0,1.0
