family,libr,branch,x,y,z,vx,vy,vz,jacobi,period,stability,target_jacobi,jacobi_diff
halo,1.0,S, 5.8221723346987753e-01,-3.8738708578638816e-24,-7.9890868557163708e-01,-1.9640237672053790e-12, 4.1065549080058017e-01,-2.6345505167941977e-12,2.18158246567321,3.033194580823575,158.382112898958,2.181283256506132,0.00029920916707792955
halo,1.0,S, 7.4441727674674552e-01, 3.0115805611001765e-24,-6.4647195309459926e-01,-8.3154194545208993e-13, 2.4999694311346318e-01,-1.5627752183083839e-12,2.5121679096432,2.938877077964222,78.7704263454843,2.512303344114128,0.00013543447092789762
halo,1.0,S, 8.9580874077020534e-01, 5.4263962267366596e-24,-3.9858936171110515e-01, 3.7266572172776395e-12, 1.0490054462433601e-01, 1.2474868480566948e-11,2.84331620483132,2.5515677447109866,12.0959443179478,2.843323431722124,7.226890804012953e-06
halo,1.0,S, 8.2339081983651485e-01,-1.9017764504099543e-28,-9.8941366235910004e-04,-2.3545391932685812e-15, 1.2634272983881797e-01,-2.2367029429442455e-16,3.17434351933012,2.743000798124153,1180.40653413101,3.17434351933012,0.0
halo,2.0,N, 1.0829551779304256e+00,-6.9232801936027592e-27, 2.0231744561698364e-01, 9.7888791827480806e-15,-2.0102644884016102e-01,-2.4744866465838822e-14,3.01517767456737,2.383491010514447,1.01524697244146,3.01517767456737,0.0
halo,2.0,N, 1.0405168244919354e+00, 4.9501745711536337e-27, 1.9246973884570390e-01,-2.5156396647174654e-14,-1.4017365893166084e-01, 5.5741863236235444e-13,3.03105243850999,1.7591082595033167,1.67357127127633,3.0310962126324488,4.377412245881729e-05
halo,2.0,N, 1.0215137765057341e+00, 3.5529441239395787e-27, 1.8174453994516010e-01, 2.1162059796963046e-14,-1.0214766754658841e-01,-2.8382217662518205e-13,3.04700820128561,1.5044180871264827,1.30866538342107,3.0470147506975276,6.549411917688985e-06
halo,2.0,N, 1.1442233854572232e+00, 5.1825193434420243e-28, 1.5672724433128338e-01, 5.8983642239264572e-15,-2.2163728042111741e-01,-6.9368671697760274e-15,3.06293739011389,3.145694686839595,79.6540189613283,3.062933288762607,4.1013512830367915e-06
halo,2.0,N, 9.9990394137324012e-01,-1.8760255546133587e-27, 1.5854210541457614e-01,-1.5556031357305873e-12,-4.9211959557140118e-02, 2.0741849654473416e-11,3.07886886977449,1.1822355631451924,1.00000000608736,3.0788518268276857,1.704294680449081e-05
halo,2.0,N, 9.9507800599420859e-01,-7.4305085593443854e-29, 1.4722550271832305e-01,-7.8341463022461439e-12,-3.5069961569850400e-02, 1.0312626430663888e-10,3.09470804893751,1.0640634005122611,1.00000013988988,3.0947703648927645,6.231595525463263e-05
halo,2.0,N, 1.1678725307733888e+00, 9.5775954466580380e-29, 1.0198690143786461e-01,-2.1120740470740649e-15,-1.9680789490872388e-01, 6.2858745169668193e-16,3.11071358110742,3.3235395908117864,273.843530156729,3.1106889029578433,2.4678149576740083e-05
halo,2.0,N, 9.9072210259750604e-01,-4.2537834946929717e-26, 1.2714180823535234e-01, 2.4301216109038031e-11,-2.0113259028941566e-02,-3.8795878347431069e-10,3.12660740563895,0.8696266928725037,1.00000009899003,3.1266074410229225,3.5383972640801176e-08
halo,2.0,N, 1.1785526023419006e+00, 2.7852228971012301e-27, 4.7183774708331287e-02,-3.5192605162071767e-15,-1.6754192040206323e-01, 1.5132242405592539e-14,3.14258463609462,3.397143784553412,512.287289815643,3.1425259790880014,5.865700661855655e-05
halo,2.0,N, 9.8915608716985226e-01,-2.7944192888900250e-25, 1.1092405206427565e-01,-2.8840204159407149e-10,-1.3160887715572393e-02, 4.9112605853373936e-09,3.15844451715308,0.7191707018171736,1.00001161457029,3.15844451715308,0.0
