delta_v_magnitude,maneuver_proportion,mc_iteration,times_found
0.001,0.0,0,1.0
0.001,0.022222222222222223,0,1.0
0.001,0.044444444444444446,0,1.0
0.001,0.06666666666666667,0,1.0
0.001,0.08888888888888889,0,1.0
0.001,0.11111111111111112,0,0.988
0.001,0.13333333333333333,0,1.0
0.001,0.15555555555555556,0,1.0
0.001,0.17777777777777778,0,1.0
0.001,0.2,0,1.0
0.0012742749857031334,0.0,0,1.0
0.0012742749857031334,0.022222222222222223,0,1.0
0.0012742749857031334,0.044444444444444446,0,1.0
0.0012742749857031334,0.06666666666666667,0,0.999
0.0012742749857031334,0.08888888888888889,0,0.998
0.0012742749857031334,0.11111111111111112,0,1.0
0.0012742749857031334,0.13333333333333333,0,1.0
0.0012742749857031334,0.15555555555555556,0,1.0
0.0012742749857031334,0.17777777777777778,0,1.0
0.0012742749857031334,0.2,0,0.063
0.001623776739188721,0.0,0,0.999
0.001623776739188721,0.022222222222222223,0,1.0
0.001623776739188721,0.044444444444444446,0,1.0
0.001623776739188721,0.06666666666666667,0,0.999
0.001623776739188721,0.08888888888888889,0,1.0
0.001623776739188721,0.11111111111111112,0,1.0
0.001623776739188721,0.13333333333333333,0,1.0
0.001623776739188721,0.15555555555555556,0,1.0
0.001623776739188721,0.17777777777777778,0,0.999
0.001623776739188721,0.2,0,0.999
0.00206913808111479,0.0,0,0.999
0.00206913808111479,0.022222222222222223,0,0.993
0.00206913808111479,0.044444444444444446,0,0.064
0.00206913808111479,0.06666666666666667,0,1.0
0.00206913808111479,0.08888888888888889,0,1.0
0.00206913808111479,0.11111111111111112,0,1.0
0.00206913808111479,0.13333333333333333,0,1.0
0.00206913808111479,0.15555555555555556,0,0.999
0.00206913808111479,0.17777777777777778,0,1.0
0.00206913808111479,0.2,0,0.183
0.0026366508987303583,0.0,0,1.0
0.0026366508987303583,0.022222222222222223,0,1.0
0.0026366508987303583,0.044444444444444446,0,1.0
0.0026366508987303583,0.06666666666666667,0,0.999
0.0026366508987303583,0.08888888888888889,0,1.0
0.0026366508987303583,0.11111111111111112,0,1.0
0.0026366508987303583,0.13333333333333333,0,1.0
0.0026366508987303583,0.15555555555555556,0,0.999
0.0026366508987303583,0.17777777777777778,0,0.999
0.0026366508987303583,0.2,0,0.996
0.003359818286283781,0.0,0,1.0
0.003359818286283781,0.022222222222222223,0,0.063
0.003359818286283781,0.044444444444444446,0,1.0
0.003359818286283781,0.06666666666666667,0,1.0
0.003359818286283781,0.08888888888888889,0,1.0
0.003359818286283781,0.11111111111111112,0,0.544
0.003359818286283781,0.13333333333333333,0,1.0
0.003359818286283781,0.15555555555555556,0,1.0
0.003359818286283781,0.17777777777777778,0,0.677
0.003359818286283781,0.2,0,1.0
0.004281332398719396,0.0,0,1.0
0.004281332398719396,0.022222222222222223,0,0.998
0.004281332398719396,0.044444444444444446,0,1.0
0.004281332398719396,0.06666666666666667,0,1.0
0.004281332398719396,0.08888888888888889,0,0.999
0.004281332398719396,0.11111111111111112,0,1.0
0.004281332398719396,0.13333333333333333,0,1.0
0.004281332398719396,0.15555555555555556,0,1.0
0.004281332398719396,0.17777777777777778,0,1.0
0.004281332398719396,0.2,0,1.0
0.00545559478116852,0.0,0,1.0
0.00545559478116852,0.022222222222222223,0,0.999
0.00545559478116852,0.044444444444444446,0,0.963
0.00545559478116852,0.06666666666666667,0,1.0
0.00545559478116852,0.08888888888888889,0,1.0
0.00545559478116852,0.11111111111111112,0,0.958
0.00545559478116852,0.13333333333333333,0,1.0
0.00545559478116852,0.15555555555555556,0,0.997
0.00545559478116852,0.17777777777777778,0,1.0
0.00545559478116852,0.2,0,0.729
0.0069519279617756054,0.0,0,1.0
0.0069519279617756054,0.022222222222222223,0,1.0
0.0069519279617756054,0.044444444444444446,0,0.999
0.0069519279617756054,0.06666666666666667,0,1.0
0.0069519279617756054,0.08888888888888889,0,0.999
0.0069519279617756054,0.11111111111111112,0,0.995
0.0069519279617756054,0.13333333333333333,0,1.0
0.0069519279617756054,0.15555555555555556,0,1.0
0.0069519279617756054,0.17777777777777778,0,0.996
0.0069519279617756054,0.2,0,0.245
0.008858667904100823,0.0,0,1.0
0.008858667904100823,0.022222222222222223,0,0.999
0.008858667904100823,0.044444444444444446,0,1.0
0.008858667904100823,0.06666666666666667,0,1.0
0.008858667904100823,0.08888888888888889,0,0.999
0.008858667904100823,0.11111111111111112,0,1.0
0.008858667904100823,0.13333333333333333,0,0.996
0.008858667904100823,0.15555555555555556,0,0.137
0.008858667904100823,0.17777777777777778,0,0.324
0.008858667904100823,0.2,0,0.416
0.011288378916846888,0.0,0,1.0
0.011288378916846888,0.022222222222222223,0,0.999
0.011288378916846888,0.044444444444444446,0,1.0
0.011288378916846888,0.06666666666666667,0,1.0
0.011288378916846888,0.08888888888888889,0,0.034
0.011288378916846888,0.11111111111111112,0,0.999
0.011288378916846888,0.13333333333333333,0,0.322
0.011288378916846888,0.15555555555555556,0,0.085
0.011288378916846888,0.17777777777777778,0,0.486
0.011288378916846888,0.2,0,0.086
0.01438449888287663,0.0,0,1.0
0.01438449888287663,0.022222222222222223,0,1.0
0.01438449888287663,0.044444444444444446,0,0.475
0.01438449888287663,0.06666666666666667,0,0.939
0.01438449888287663,0.08888888888888889,0,0.043
0.01438449888287663,0.11111111111111112,0,0.288
0.01438449888287663,0.13333333333333333,0,0.315
0.01438449888287663,0.15555555555555556,0,0.307
0.01438449888287663,0.17777777777777778,0,0.003
0.01438449888287663,0.2,0,0.002
0.018329807108324356,0.0,0,0.999
0.018329807108324356,0.022222222222222223,0,0.346
0.018329807108324356,0.044444444444444446,0,0.443
0.018329807108324356,0.06666666666666667,0,0.073
0.018329807108324356,0.08888888888888889,0,0.134
0.018329807108324356,0.11111111111111112,0,0.282
0.018329807108324356,0.13333333333333333,0,0.051
0.018329807108324356,0.15555555555555556,0,0.003
0.018329807108324356,0.17777777777777778,0,0.035
0.018329807108324356,0.2,0,0.142
0.023357214690901212,0.0,0,0.999
0.023357214690901212,0.022222222222222223,0,0.149
0.023357214690901212,0.044444444444444446,0,0.164
0.023357214690901212,0.06666666666666667,0,0.002
0.023357214690901212,0.08888888888888889,0,0.072
0.023357214690901212,0.11111111111111112,0,0.039
0.023357214690901212,0.13333333333333333,0,0.027
0.023357214690901212,0.15555555555555556,0,0.003
0.023357214690901212,0.17777777777777778,0,0.076
0.023357214690901212,0.2,0,0.055
0.029763514416313176,0.0,0,1.0
0.029763514416313176,0.022222222222222223,0,0.184
0.029763514416313176,0.044444444444444446,0,0.073
0.029763514416313176,0.06666666666666667,0,0.046
0.029763514416313176,0.08888888888888889,0,0.025
0.029763514416313176,0.11111111111111112,0,0.031
0.029763514416313176,0.13333333333333333,0,0.046
0.029763514416313176,0.15555555555555556,0,0.035
0.029763514416313176,0.17777777777777778,0,0.021
0.029763514416313176,0.2,0,0.004
