,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777777,0.8888888888888888,1.0
0.0010175517845532806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.027741674968347334,1.0,1.0,0.995,0.995,0.995,1.0,1.0,1.0,0.985,1.0
0.054465798152141386,1.0,1.0,0.995,1.0,0.895,0.995,0.115,0.995,1.0,0.05
0.08118992133593544,1.0,1.0,1.0,0.08,1.0,1.0,0.04,0.06,1.0,0.13
0.1079140445197295,1.0,1.0,0.995,1.0,1.0,0.03,0.05,0.99,0.08,1.0
0.13463816770352355,1.0,1.0,1.0,1.0,0.025,0.995,0.995,0.035,1.0,0.03
0.1613622908873176,1.0,1.0,1.0,0.03,0.05,0.015,0.03,0.02,0.025,0.985
0.18808641407111165,1.0,0.995,0.1,1.0,0.915,0.04,0.015,0.02,0.02,1.0
0.2148105372549057,1.0,1.0,0.99,0.025,0.015,0.04,0.025,1.0,0.015,0.015
0.24153466043869976,1.0,0.035,0.02,1.0,0.015,1.0,0.025,0.015,1.0,0.02
0.2682587836224938,1.0,0.995,1.0,0.91,1.0,1.0,0.02,0.02,0.015,0.01
0.29498290680628786,1.0,0.1,0.055,0.015,0.02,0.02,0.995,0.01,0.995,0.01
0.32170702999008194,1.0,0.015,0.045,1.0,0.02,0.015,0.025,0.01,0.01,0.01
0.34843115317387596,1.0,0.98,1.0,1.0,0.015,0.015,0.015,0.025,1.0,0.01
0.37515527635767004,1.0,1.0,0.02,0.04,0.02,0.015,0.015,0.02,0.015,0.01
0.4018793995414641,0.99,0.025,0.01,0.845,1.0,0.025,0.02,0.005,0.01,0.05
0.4286035227252581,0.99,0.035,0.04,0.015,0.015,0.01,0.01,0.015,0.01,0.055
0.45532764590905217,0.99,0.19,0.015,0.025,0.015,0.005,0.72,0.025,0.005,0.01
0.48205176909284625,0.99,0.015,0.075,0.025,0.005,0.015,0.005,0.015,0.995,0.01
0.5087758922766403,0.985,0.995,0.03,0.02,0.9500000000000001,0.015,0.015,0.005,0.01,0.935
